prodcodeid,bnfchapter,termfromemis,drugsubstancename,productname,bb,ace,arb,arnie,mra,sglti,loop
"1129541000033110","","prozac 20mg/5ml liquid (eli lilly and company ltd)","fluoxetine hydrochloride","prozac 20mg/5ml liquid",,,,,,,
"1672841000033119","6010203","repaglinide 2mg tablets","repaglinide","repaglinide 2mg tablets",,,,,,,
"8586441000033114","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge",,,,,,,
"2994141000033114","2120000","nicotinic acid 1g modified-release tablets","nicotinic acid","nicotinic acid 1g modified-release tablets",,,,,,,
"1660041000033118","","novonorm 1mg tablets (novo nordisk ltd)","repaglinide","novonorm 1mg tablets",,,,,,,
"763341000033116","","pork insulatard 100units/ml suspension for injection 10ml vials (novo nordisk ltd)","insulin isophane porcine","pork insulatard 100units/ml suspension for injection 10ml vials",,,,,,,
"10674141000033111","","insuman infusat 100units/ml solution for injection 10ml vials (sanofi)","insulin human","insuman infusat 100units/ml solution for injection 10ml vials",,,,,,,
"12186541000033112","","fiasp flextouch 100units/ml solution for injection 3ml pre-filled pens (novo nordisk ltd)","insulin aspart","fiasp flextouch 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"766241000033115","","insulin syringe  pre-set  1 ml","","",,,,,,,
"8886141000033119","2120000","lomitapide 5mg capsules","lomitapide mesylate","lomitapide 5mg capsules",,,,,,,
"9677141000033117","","novorapid pumpcart 100units/ml solution for injection 1.6ml cartridges (novo nordisk ltd)","insulin aspart","novorapid pumpcart 100units/ml solution for injection 1.6ml cartridges",,,,,,,
"10674341000033114","","insuman infusat 100units/ml solution for injection 3.15ml cartridges (sanofi)","insulin human","insuman infusat 100units/ml solution for injection 3.15ml cartridges",,,,,,,
"468241000033113","2010100","digoxin 125microgram tablets","digoxin","digoxin 125microgram tablets",,,,,,,
"14116141000033111","4030300","sertraline 150mg tablets","sertraline hydrochloride","sertraline 150mg tablets",,,,,,,
"8298141000033113","6010201","gliclazide 60mg modified-release tablets","gliclazide","gliclazide 60mg modified-release tablets",,,,,,,
"92041000033111","2120000","atorvastatin 20mg tablets","atorvastatin calcium trihydrate","atorvastatin 20mg tablets",,,,,,,
"1602941000033117","","diaglyk 80mg tablets (ashbourne pharmaceuticals ltd)","gliclazide","diaglyk 80mg tablets",,,,,,,
"1906641000033110","","disposable  insulin syringe with needle  0.3 ml","","",,,,,,,
"8495641000033111","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge",,,,,,,
"5819941000033118","","clikstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units blue (sanofi)","","clikstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units",,,,,,,
"8494141000033119","","bd micro-fine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (becton, dickinson uk ltd)","","bd micro-fine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"10598841000033113","","glucient sr 750mg tablets (consilient health ltd)","metformin hydrochloride","glucient sr 750mg tablets",,,,,,,
"8116041000033114","","jentadueto 2.5mg/850mg tablets (boehringer ingelheim ltd)","linagliptin/ metformin hydrochloride","jentadueto 2.5mg/850mg tablets",,,,,,,
"2158741000033113","","insuman comb 50 100units/ml suspension for injection 3ml cartridges (sanofi)","insulin isophane human/ insulin soluble human","insuman comb 50 100units/ml suspension for injection 3ml cartridges",,,,,,,
"10208041000033112","","trulicity 0.75mg/0.5ml solution for injection pre-filled pens (eli lilly and company ltd)","dulaglutide","trulicity 0.75mg/0.5ml solution for injection pre-filled pens",,,,,,,
"13939841000033118","","trurapi 100units/ml solution for injection 10ml vials (sanofi)","insulin aspart","trurapi 100units/ml solution for injection 10ml vials",,,,,,,
"13861141000033114","","trurapi 100units/ml solution for injection 3ml cartridges (sanofi)","insulin aspart","trurapi 100units/ml solution for injection 3ml cartridges",,,,,,,
"11536041000033117","","mylife clickfine autoprotect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (ypsomed ltd)","","mylife clickfine autoprotect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"11078841000033112","","carepoint  needles for insulin pens  12 mm/29 gauge","","",,,,,,,
"11736541000033111","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (neon diagnostics ltd)","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"6511541000033112","","xarelto 15mg tablets (bayer plc)","rivaroxaban","xarelto 15mg tablets",,,,,,,
"1562241000033118","","zocor 40mg tablets (organon pharma (uk) ltd)","simvastatin","zocor 40mg tablets",,,,,,,
"6011841000033112","","insuman comb 25 100units/ml suspension for injection 3ml pre-filled solostar pens (sanofi)","insulin isophane human/ insulin soluble human","insuman comb 25 100units/ml suspension for injection 3ml pre-filled solostar pens",,,,,,,
"8623341000033114","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (glucorx ltd)","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge",,,,,,,
"12380941000033114","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge",,,,,,,
"6511641000033113","","xarelto 20mg tablets (bayer plc)","rivaroxaban","xarelto 20mg tablets",,,,,,,
"12146841000033115","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"4656441000033114","","xarelto 10mg tablets (bayer plc)","rivaroxaban","xarelto 10mg tablets",,,,,,,
"2884141000033118","","autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units (owen mumford ltd)","","autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units",,,,,,,
"1531941000033113","","warfarin wbp  tablets  ","","",,,,,,,
"2953841000033114","","mixtard 30 novolet 100units/ml suspension for injection (novo nordisk ltd)","insulin isophane human/ insulin soluble human","mixtard 30 novolet 100units/ml suspension for injection",,,,,,,
"12574141000033111","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (nipro diagnostics (uk) ltd)","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge",,,,,,,
"14142841000033114","","bd micro-fine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (becton, dickinson uk ltd)","","bd micro-fine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"6123241000033112","6010203","saxagliptin 2.5mg tablets","saxagliptin hydrochloride","saxagliptin 2.5mg tablets",,,,,,,
"1532141000033115","","warfarin wbp  tablets  3 mg","","",,,,,,,
"4945341000033110","","glucophage sr 1000mg tablets (merck serono ltd)","metformin hydrochloride","glucophage sr 1000mg tablets",,,,,,,
"8242641000033113","6010203","saxagliptin 2.5mg / metformin 1g tablets","metformin hydrochloride/ saxagliptin hydrochloride","saxagliptin 2.5mg / metformin 1g tablets",,,,,,,
"86641000033119","4070100","aspirin 300mg tablets","","",,,,,,,
"3137241000033111","","levemir flexpen 100units/ml solution for injection 3ml pre-filled pens (novo nordisk ltd)","insulin detemir","levemir flexpen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"2655141000033117","","autopen junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (owen mumford ltd)","","autopen junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units",,,,,,,
"779141000033111","6010102","insulin isophane human 100units/ml suspension for injection 10ml vials","insulin isophane human","insulin isophane human 100units/ml suspension for injection 10ml vials",,,,,,,
"4500241000033113","2080200","dabigatran etexilate 75mg capsules","dabigatran etexilate mesilate","dabigatran etexilate 75mg capsules",,,,,,,
"2289441000033115","6010201","gliclazide 30mg modified-release tablets","gliclazide","gliclazide 30mg modified-release tablets",,,,,,,
"9069641000033116","2120000","policosanol 10mg capsules","policosanol","policosanol 10mg capsules",,,,,,,
"5888441000033115","2120000","simvastatin 20mg/5ml oral solution","simvastatin","simvastatin 20mg/5ml oral solution",,,,,,,
"3836141000033113","","crestor 5mg tablets (astrazeneca uk ltd)","rosuvastatin calcium","crestor 5mg tablets",,,,,,,
"8244241000033118","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (spirit healthcare ltd)","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"1472341000033113","","troglitazone  tablets  400 mg","","",,,,,,,
"836241000033113","","lipitor 10mg tablets (viatris uk healthcare ltd)","atorvastatin calcium trihydrate","lipitor 10mg tablets",,,,,,,
"14004241000033116","","humalog tempo pen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","humalog tempo pen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"13601241000033110","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (spirit healthcare ltd)","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge",,,,,,,
"1923341000033115","","novofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge (novo nordisk ltd)","","novofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge",,,,,,,
"10259441000033119","","novopen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units silver (novo nordisk ltd)","","novopen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"8281941000033119","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge",,,,,,,
"13106641000033118","","microdot max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (cambridge sensors ltd)","","microdot max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"2952941000033112","","actrapid novolet 100units/ml solution for injection (novo nordisk ltd)","insulin soluble human","actrapid novolet 100units/ml solution for injection",,,,,,,
"8244041000033114","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (spirit healthcare ltd)","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"12478141000033112","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (glucorx ltd)","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge",,,,,,,
"4608641000033119","","humalog mix25 kwikpen 100units/ml suspension for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro/ insulin lispro protamine","humalog mix25 kwikpen 100units/ml suspension for injection 3ml pre-filled pens",,,,,,,
"4431941000033114","","maximum strength aspro clear 500mg effervescent tablets (bayer plc)","aspirin","maximum strength aspro clear 500mg effervescent tablets",,,,,,,
"644541000033111","6010201","glibenclamide 2.5mg tablets","glibenclamide","glibenclamide 2.5mg tablets",,,,,,,
"12486241000033111","","humalog junior kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","humalog junior kwikpen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"13860941000033117","2120000","rosuvastatin 20mg capsules","rosuvastatin calcium","rosuvastatin 20mg capsules",,,,,,,
"2267241000033114","","insuman comb 50 100units/ml suspension for injection 3ml pre-filled optiset pens (sanofi)","insulin isophane human/ insulin soluble human","insuman comb 50 100units/ml suspension for injection 3ml pre-filled optiset pens",,,,,,,
"13106741000033110","","microdot max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (cambridge sensors ltd)","","microdot max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"8348941000033113","","bolamyn sr 1000mg tablets (teva uk ltd)","metformin hydrochloride","bolamyn sr 1000mg tablets",,,,,,,
"86941000033114","","aspirin paracetamol and codeine  tablets","","",,,,,,,
"1480941000033116","21010900","hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge","","hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge",,,,,,,
"8959541000033116","","vipidia 6.25mg tablets (takeda uk ltd)","alogliptin benzoate","vipidia 6.25mg tablets",,,,,,,
"6535641000033118","","unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (owen mumford ltd)","","unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge",,,,,,,
